Nazwa zmiennej	wartość	Etykieta	etykieta	usemissing
PROFITL	0	Nie czytał	Nie czytał	0,0
PROFITL	1	Jedno	Jedno	0,0
PROFITL	2	Dwa	Dwa	0,0
PROFITL	3	Trzy	Trzy	0,0
PROFITL	4	Wszystkie	Wszystkie	0,0
PROFITP	0	Nie czytał	Nie czytał	0,0
PROFITP	1	Czytał w okr period	Czytał w okr period	0,0
FUNCLU6	0	Nie czytał	Nie czytał	0,0
FUNCLU6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
FUNCLUL	0	Nie czytał	Nie czytał	0,0
FUNCLUL	1	Jedno	Jedno	0,0
FUNCLUL	2	Dwa	Dwa	0,0
FUNCLUL	3	Trzy	Trzy	0,0
FUNCLUL	4	Wszystkie	Wszystkie	0,0
FUNCLUP	0	Nie czytał	Nie czytał	0,0
FUNCLUP	1	Czytał w okr period	Czytał w okr period	0,0
GLAMOU6	0	Nie czytał	Nie czytał	0,0
GLAMOU6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
GLAMOUL	0	Nie czytał	Nie czytał	0,0
GLAMOUL	1	Jedno	Jedno	0,0
GLAMOUL	2	Dwa	Dwa	0,0
GLAMOUL	3	Trzy	Trzy	0,0
GLAMOUL	4	Wszystkie	Wszystkie	0,0
GLAMOUP	0	Nie czytał	Nie czytał	0,0
GLAMOUP	1	Czytał w okr period	Czytał w okr period	0,0
GOTKPK6	0	Nie czytał	Nie czytał	0,0
GOTKPK6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
GOTKPKL	0	Nie czytał	Nie czytał	0,0
GOTKPKL	1	Jedno	Jedno	0,0
GOTKPKL	2	Dwa	Dwa	0,0
GOTKPKL	3	Trzy	Trzy	0,0
GOTKPKL	4	Wszystkie	Wszystkie	0,0
GOTKPKP	0	Nie czytał	Nie czytał	0,0
GOTKPKP	1	Czytał w okr period	Czytał w okr period	0,0
HOT26	0	Nie czytał	Nie czytał	0,0
HOT26	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
HOT2L	0	Nie czytał	Nie czytał	0,0
HOT2L	1	Jedno	Jedno	0,0
HOT2L	2	Dwa	Dwa	0,0
HOT2L	3	Trzy	Trzy	0,0
HOT2L	4	Wszystkie	Wszystkie	0,0
HOT2P	0	Nie czytał	Nie czytał	0,0
HOT2P	1	Czytał w okr period	Czytał w okr period	0,0
INSTYL6	0	Nie czytał	Nie czytał	0,0
INSTYL6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
INSTYLL	0	Nie czytał	Nie czytał	0,0
INSTYLL	1	Jedno	Jedno	0,0
INSTYLL	2	Dwa	Dwa	0,0
INSTYLL	3	Trzy	Trzy	0,0
INSTYLL	4	Wszystkie	Wszystkie	0,0
INSTYLP	0	Nie czytał	Nie czytał	0,0
INSTYLP	1	Czytał w okr period	Czytał w okr period	0,0
JOY_6	0	Nie czytał	Nie czytał	0,0
JOY_6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
JOY_L	0	Nie czytał	Nie czytał	0,0
JOY_L	1	Jedno	Jedno	0,0
JOY_L	2	Dwa	Dwa	0,0
JOY_L	3	Trzy	Trzy	0,0
JOY_L	4	Wszystkie	Wszystkie	0,0
JOY_P	0	Nie czytał	Nie czytał	0,0
JOY_P	1	Czytał w okr period	Czytał w okr period	0,0
KOBIZY6	0	Nie czytał	Nie czytał	0,0
KOBIZY6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
KOBIZYL	0	Nie czytał	Nie czytał	0,0
KOBIZYL	1	Jedno	Jedno	0,0
KOBIZYL	2	Dwa	Dwa	0,0
KOBIZYL	3	Trzy	Trzy	0,0
KOBIZYL	4	Wszystkie	Wszystkie	0,0
KOBIZYP	0	Nie czytał	Nie czytał	0,0
KOBIZYP	1	Czytał w okr period	Czytał w okr period	0,0
KOMPUM6	0	Nie czytał	Nie czytał	0,0
KOMPUM6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
KOMPUML	0	Nie czytał	Nie czytał	0,0
KOMPUML	1	Jedno	Jedno	0,0
KOMPUML	2	Dwa	Dwa	0,0
KOMPUML	3	Trzy	Trzy	0,0
KOMPUML	4	Wszystkie	Wszystkie	0,0
KOMPUMP	0	Nie czytał	Nie czytał	0,0
KOMPUMP	1	Czytał w okr period	Czytał w okr period	0,0
KUCHNI6	0	Nie czytał	Nie czytał	0,0
KUCHNI6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
KUCHNIL	0	Nie czytał	Nie czytał	0,0
KUCHNIL	1	Jedno	Jedno	0,0
KUCHNIL	2	Dwa	Dwa	0,0
KUCHNIL	3	Trzy	Trzy	0,0
KUCHNIL	4	Wszystkie	Wszystkie	0,0
KUCHNIP	0	Nie czytał	Nie czytał	0,0
KUCHNIP	1	Czytał w okr period	Czytał w okr period	0,0
MLOGO6	0	Nie czytał	Nie czytał	0,0
MLOGO6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
MLOGOL	0	Nie czytał	Nie czytał	0,0
MLOGOL	1	Jedno	Jedno	0,0
MLOGOL	2	Dwa	Dwa	0,0
MLOGOL	3	Trzy	Trzy	0,0
MLOGOL	4	Wszystkie	Wszystkie	0,0
MLOGOP	0	Nie czytał	Nie czytał	0,0
MLOGOP	1	Czytał w okr period	Czytał w okr period	0,0
LADOM_6	0	Nie czytał	Nie czytał	0,0
LADOM_6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
LADOM_L	0	Nie czytał	Nie czytał	0,0
LADOM_L	1	Jedno	Jedno	0,0
LADOM_L	2	Dwa	Dwa	0,0
LADOM_L	3	Trzy	Trzy	0,0
LADOM_L	4	Wszystkie	Wszystkie	0,0
LADOM_P	0	Nie czytał	Nie czytał	0,0
LADOM_P	1	Czytał w okr period	Czytał w okr period	0,0
MJAKM6	0	Nie czytał	Nie czytał	0,0
MJAKM6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
MJAKML	0	Nie czytał	Nie czytał	0,0
MJAKML	1	Jedno	Jedno	0,0
MJAKML	2	Dwa	Dwa	0,0
MJAKML	3	Trzy	Trzy	0,0
MJAKML	4	Wszystkie	Wszystkie	0,0
MJAKMP	0	Nie czytał	Nie czytał	0,0
MJAKMP	1	Czytał w okr period	Czytał w okr period	0,0
MMIESZ6	0	Nie czytał	Nie czytał	0,0
MMIESZ6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
MMIESZL	0	Nie czytał	Nie czytał	0,0
MMIESZL	1	Jedno	Jedno	0,0
MMIESZL	2	Dwa	Dwa	0,0
MMIESZL	3	Trzy	Trzy	0,0
MMIESZL	4	Wszystkie	Wszystkie	0,0
MMIESZP	0	Nie czytał	Nie czytał	0,0
MMIESZP	1	Czytał w okr period	Czytał w okr period	0,0
MAMDZI6	0	Nie czytał	Nie czytał	0,0
MAMDZI6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
MAMDZIL	0	Nie czytał	Nie czytał	0,0
MAMDZIL	1	Jedno	Jedno	0,0
MAMDZIL	2	Dwa	Dwa	0,0
MAMDZIL	3	Trzy	Trzy	0,0
MAMDZIL	4	Wszystkie	Wszystkie	0,0
MAMDZIP	0	Nie czytał	Nie czytał	0,0
MAMDZIP	1	Czytał w okr period	Czytał w okr period	0,0
MAMOTO6	0	Nie czytał	Nie czytał	0,0
MAMOTO6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
MAMOTOL	0	Nie czytał	Nie czytał	0,0
MAMOTOL	1	Jedno	Jedno	0,0
MAMOTOL	2	Dwa	Dwa	0,0
MAMOTOL	3	Trzy	Trzy	0,0
MAMOTOL	4	Wszystkie	Wszystkie	0,0
MAMOTOP	0	Nie czytał	Nie czytał	0,0
MAMOTOP	1	Czytał w okr period	Czytał w okr period	0,0
MENSHE6	0	Nie czytał	Nie czytał	0,0
MENSHE6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
MENSHEL	0	Nie czytał	Nie czytał	0,0
MENSHEL	1	Jedno	Jedno	0,0
MENSHEL	2	Dwa	Dwa	0,0
MENSHEL	3	Trzy	Trzy	0,0
MENSHEL	4	Wszystkie	Wszystkie	0,0
MENSHEP	0	Nie czytał	Nie czytał	0,0
MENSHEP	1	Czytał w okr period	Czytał w okr period	0,0
MONAZD6	0	Nie czytał	Nie czytał	0,0
MONAZD6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
MONAZDL	0	Nie czytał	Nie czytał	0,0
MONAZDL	1	Jedno	Jedno	0,0
MONAZDL	2	Dwa	Dwa	0,0
MONAZDL	3	Trzy	Trzy	0,0
MONAZDL	4	Wszystkie	Wszystkie	0,0
MONAZDP	0	Nie czytał	Nie czytał	0,0
MONAZDP	1	Czytał w okr period	Czytał w okr period	0,0
MOJEGO6	0	Nie czytał	Nie czytał	0,0
MOJEGO6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
MOJEGOL	0	Nie czytał	Nie czytał	0,0
MOJEGOL	1	Jedno	Jedno	0,0
MOJEGOL	2	Dwa	Dwa	0,0
MOJEGOL	3	Trzy	Trzy	0,0
MOJEGOL	4	Wszystkie	Wszystkie	0,0
MOJEGOP	0	Nie czytał	Nie czytał	0,0
MOJEGOP	1	Czytał w okr period	Czytał w okr period	0,0
MOJEM6	0	Nie czytał	Nie czytał	0,0
MOJEM6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
MOJEML	0	Nie czytał	Nie czytał	0,0
MOJEML	1	Jedno	Jedno	0,0
MOJEML	2	Dwa	Dwa	0,0
MOJEML	3	Trzy	Trzy	0,0
MOJEML	4	Wszystkie	Wszystkie	0,0
MOJEMP	0	Nie czytał	Nie czytał	0,0
MOJEMP	1	Czytał w okr period	Czytał w okr period	0,0
PORDZ6	0	Nie czytał	Nie czytał	0,0
PORDZ6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
PORDZL	0	Nie czytał	Nie czytał	0,0
PORDZL	1	Jedno	Jedno	0,0
PORDZL	2	Dwa	Dwa	0,0
PORDZL	3	Trzy	Trzy	0,0
PORDZL	4	Wszystkie	Wszystkie	0,0
PORDZP	0	Nie czytał	Nie czytał	0,0
PORDZP	1	Czytał w okr period	Czytał w okr period	0,0
MURATO6	0	Nie czytał	Nie czytał	0,0
MURATO6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
MURATOL	0	Nie czytał	Nie czytał	0,0
MURATOL	1	Jedno	Jedno	0,0
MURATOL	2	Dwa	Dwa	0,0
MURATOL	3	Trzy	Trzy	0,0
MURATOL	4	Wszystkie	Wszystkie	0,0
MURATOP	0	Nie czytał	Nie czytał	0,0
MURATOP	1	Czytał w okr period	Czytał w okr period	0,0
NATGEO6	0	Nie czytał	Nie czytał	0,0
NATGEO6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
NATGEOL	0	Nie czytał	Nie czytał	0,0
NATGEOL	1	Jedno	Jedno	0,0
NATGEOL	2	Dwa	Dwa	0,0
NATGEOL	3	Trzy	Trzy	0,0
NATGEOL	4	Wszystkie	Wszystkie	0,0
NATGEOP	0	Nie czytał	Nie czytał	0,0
NATGEOP	1	Czytał w okr period	Czytał w okr period	0,0
NGTRAV6	0	Nie czytał	Nie czytał	0,0
NGTRAV6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
NGTRAVL	0	Nie czytał	Nie czytał	0,0
NGTRAVL	1	Jedno	Jedno	0,0
NGTRAVL	2	Dwa	Dwa	0,0
NGTRAVL	3	Trzy	Trzy	0,0
NGTRAVL	4	Wszystkie	Wszystkie	0,0
NGTRAVP	0	Nie czytał	Nie czytał	0,0
NGTRAVP	1	Czytał w okr period	Czytał w okr period	0,0
OCZLEK6	0	Nie czytał	Nie czytał	0,0
OCZLEK6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
OCZLEKL	0	Nie czytał	Nie czytał	0,0
OCZLEKL	1	Jedno	Jedno	0,0
OCZLEKL	2	Dwa	Dwa	0,0
OCZLEKL	3	Trzy	Trzy	0,0
OCZLEKL	4	Wszystkie	Wszystkie	0,0
OCZLEKP	0	Nie czytał	Nie czytał	0,0
OCZLEKP	1	Czytał w okr period	Czytał w okr period	0,0
OLIWIA6	0	Nie czytał	Nie czytał	0,0
OLIWIA6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
OLIWIAL	0	Nie czytał	Nie czytał	0,0
OLIWIAL	1	Jedno	Jedno	0,0
OLIWIAL	2	Dwa	Dwa	0,0
OLIWIAL	3	Trzy	Trzy	0,0
OLIWIAL	4	Wszystkie	Wszystkie	0,0
OLIWIAP	0	Nie czytał	Nie czytał	0,0
OLIWIAP	1	Czytał w okr period	Czytał w okr period	0,0
PANI6	0	Nie czytał	Nie czytał	0,0
PANI6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
PANIL	0	Nie czytał	Nie czytał	0,0
PANIL	1	Jedno	Jedno	0,0
PANIL	2	Dwa	Dwa	0,0
PANIL	3	Trzy	Trzy	0,0
PANIL	4	Wszystkie	Wszystkie	0,0
PANIP	0	Nie czytał	Nie czytał	0,0
PANIP	1	Czytał w okr period	Czytał w okr period	0,0
PCFORM6	0	Nie czytał	Nie czytał	0,0
PCFORM6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
PCFORML	0	Nie czytał	Nie czytał	0,0
PCFORML	1	Jedno	Jedno	0,0
PCFORML	2	Dwa	Dwa	0,0
PCFORML	3	Trzy	Trzy	0,0
PCFORML	4	Wszystkie	Wszystkie	0,0
PCFORMP	0	Nie czytał	Nie czytał	0,0
PCFORMP	1	Czytał w okr period	Czytał w okr period	0,0
PCFOR26	0	Nie czytał	Nie czytał	0,0
PCFOR26	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
PCFOR2L	0	Nie czytał	Nie czytał	0,0
PCFOR2L	1	Jedno	Jedno	0,0
PCFOR2L	2	Dwa	Dwa	0,0
PCFOR2L	3	Trzy	Trzy	0,0
PCFOR2L	4	Wszystkie	Wszystkie	0,0
PCFOR2P	0	Nie czytał	Nie czytał	0,0
PCFOR2P	1	Czytał w okr period	Czytał w okr period	0,0
PCWORM6	0	Nie czytał	Nie czytał	0,0
PCWORM6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
PCWORML	0	Nie czytał	Nie czytał	0,0
PCWORML	1	Jedno	Jedno	0,0
PCWORML	2	Dwa	Dwa	0,0
PCWORML	3	Trzy	Trzy	0,0
PCWORML	4	Wszystkie	Wszystkie	0,0
PCWORMP	0	Nie czytał	Nie czytał	0,0
PCWORMP	1	Czytał w okr period	Czytał w okr period	0,0
PLAYBO6	0	Nie czytał	Nie czytał	0,0
PLAYBO6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
PLAYBOL	0	Nie czytał	Nie czytał	0,0
PLAYBOL	1	Jedno	Jedno	0,0
PLAYBOL	2	Dwa	Dwa	0,0
PLAYBOL	3	Trzy	Trzy	0,0
PLAYBOL	4	Wszystkie	Wszystkie	0,0
PLAYBOP	0	Nie czytał	Nie czytał	0,0
PLAYBOP	1	Czytał w okr period	Czytał w okr period	0,0
PODROZ6	0	Nie czytał	Nie czytał	0,0
PODROZ6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
PODROZL	0	Nie czytał	Nie czytał	0,0
PODROZL	1	Jedno	Jedno	0,0
PODROZL	2	Dwa	Dwa	0,0
PODROZL	3	Trzy	Trzy	0,0
PODROZL	4	Wszystkie	Wszystkie	0,0
PODROZP	0	Nie czytał	Nie czytał	0,0
PODROZP	1	Czytał w okr period	Czytał w okr period	0,0
POR50P6	0	Nie czytał	Nie czytał	0,0
POR50P6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
POR50PL	0	Nie czytał	Nie czytał	0,0
POR50PL	1	Jedno	Jedno	0,0
POR50PL	2	Dwa	Dwa	0,0
POR50PL	3	Trzy	Trzy	0,0
POR50PL	4	Wszystkie	Wszystkie	0,0
POR50PP	0	Nie czytał	Nie czytał	0,0
POR50PP	1	Czytał w okr period	Czytał w okr period	0,0
PORDOM6	0	Nie czytał	Nie czytał	0,0
PORDOM6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
PORDOML	0	Nie czytał	Nie czytał	0,0
PORDOML	1	Jedno	Jedno	0,0
PORDOML	2	Dwa	Dwa	0,0
PORDOML	3	Trzy	Trzy	0,0
PORDOML	4	Wszystkie	Wszystkie	0,0
PORDOMP	0	Nie czytał	Nie czytał	0,0
PORDOMP	1	Czytał w okr period	Czytał w okr period	0,0
PRZEPO6	0	Nie czytał	Nie czytał	0,0
PRZEPO6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
PRZEPOL	0	Nie czytał	Nie czytał	0,0
PRZEPOL	1	Jedno	Jedno	0,0
PRZEPOL	2	Dwa	Dwa	0,0
PRZEPOL	3	Trzy	Trzy	0,0
PRZEPOL	4	Wszystkie	Wszystkie	0,0
PRZEPOP	0	Nie czytał	Nie czytał	0,0
PRZEPOP	1	Czytał w okr period	Czytał w okr period	0,0
PRZDRO6	0	Nie czytał	Nie czytał	0,0
PRZDRO6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
PRZDROL	0	Nie czytał	Nie czytał	0,0
PRZDROL	1	Jedno	Jedno	0,0
PRZDROL	2	Dwa	Dwa	0,0
PRZDROL	3	Trzy	Trzy	0,0
PRZDROL	4	Wszystkie	Wszystkie	0,0
PRZDROP	0	Nie czytał	Nie czytał	0,0
PRZDROP	1	Czytał w okr period	Czytał w okr period	0,0
PRZCZY6	0	Nie czytał	Nie czytał	0,0
PRZCZY6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
PRZCZYL	0	Nie czytał	Nie czytał	0,0
PRZCZYL	1	Jedno	Jedno	0,0
PRZCZYL	2	Dwa	Dwa	0,0
PRZCZYL	3	Trzy	Trzy	0,0
PRZCZYL	4	Wszystkie	Wszystkie	0,0
PRZCZYP	0	Nie czytał	Nie czytał	0,0
PRZCZYP	1	Czytał w okr period	Czytał w okr period	0,0
PRZPWS6	0	Nie czytał	Nie czytał	0,0
PRZPWS6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
PRZPWSL	0	Nie czytał	Nie czytał	0,0
PRZPWSL	1	Jedno	Jedno	0,0
PRZPWSL	2	Dwa	Dwa	0,0
PRZPWSL	3	Trzy	Trzy	0,0
PRZPWSL	4	Wszystkie	Wszystkie	0,0
PRZPWSP	0	Nie czytał	Nie czytał	0,0
PRZPWSP	1	Czytał w okr period	Czytał w okr period	0,0
PPRZEP6	0	Nie czytał	Nie czytał	0,0
PPRZEP6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
PPRZEPL	0	Nie czytał	Nie czytał	0,0
PPRZEPL	1	Jedno	Jedno	0,0
PPRZEPL	2	Dwa	Dwa	0,0
PPRZEPL	3	Trzy	Trzy	0,0
PPRZEPL	4	Wszystkie	Wszystkie	0,0
PPRZEPP	0	Nie czytał	Nie czytał	0,0
PPRZEPP	1	Czytał w okr period	Czytał w okr period	0,0
SHAPEM6	0	Nie czytał	Nie czytał	0,0
SHAPEM6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
SHAPEML	0	Nie czytał	Nie czytał	0,0
SHAPEML	1	Jedno	Jedno	0,0
SHAPEML	2	Dwa	Dwa	0,0
SHAPEML	3	Trzy	Trzy	0,0
SHAPEML	4	Wszystkie	Wszystkie	0,0
SHAPEMP	0	Nie czytał	Nie czytał	0,0
SHAPEMP	1	Czytał w okr period	Czytał w okr period	0,0
SUKCES6	0	Nie czytał	Nie czytał	0,0
SUKCES6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
SUKCESL	0	Nie czytał	Nie czytał	0,0
SUKCESL	1	Jedno	Jedno	0,0
SUKCESL	2	Dwa	Dwa	0,0
SUKCESL	3	Trzy	Trzy	0,0
SUKCESL	4	Wszystkie	Wszystkie	0,0
SUKCESP	0	Nie czytał	Nie czytał	0,0
SUKCESP	1	Czytał w okr period	Czytał w okr period	0,0
SKOBIE6	0	Nie czytał	Nie czytał	0,0
SKOBIE6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
SKOBIEL	0	Nie czytał	Nie czytał	0,0
SKOBIEL	1	Jedno	Jedno	0,0
SKOBIEL	2	Dwa	Dwa	0,0
SKOBIEL	3	Trzy	Trzy	0,0
SKOBIEL	4	Wszystkie	Wszystkie	0,0
SKOBIEP	0	Nie czytał	Nie czytał	0,0
SKOBIEP	1	Czytał w okr period	Czytał w okr period	0,0
SWIMOT6	0	Nie czytał	Nie czytał	0,0
SWIMOT6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
SWIMOTL	0	Nie czytał	Nie czytał	0,0
SWIMOTL	1	Jedno	Jedno	0,0
SWIMOTL	2	Dwa	Dwa	0,0
SWIMOTL	3	Trzy	Trzy	0,0
SWIMOTL	4	Wszystkie	Wszystkie	0,0
SWIMOTP	0	Nie czytał	Nie czytał	0,0
SWIMOTP	1	Czytał w okr period	Czytał w okr period	0,0
SWWIED6	0	Nie czytał	Nie czytał	0,0
SWWIED6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
SWWIEDL	0	Nie czytał	Nie czytał	0,0
SWWIEDL	1	Jedno	Jedno	0,0
SWWIEDL	2	Dwa	Dwa	0,0
SWWIEDL	3	Trzy	Trzy	0,0
SWWIEDL	4	Wszystkie	Wszystkie	0,0
SWWIEDP	0	Nie czytał	Nie czytał	0,0
SWWIEDP	1	Czytał w okr period	Czytał w okr period	0,0
TOPGEA6	0	Nie czytał	Nie czytał	0,0
TOPGEA6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
TOPGEAL	0	Nie czytał	Nie czytał	0,0
TOPGEAL	1	Jedno	Jedno	0,0
TOPGEAL	2	Dwa	Dwa	0,0
TOPGEAL	3	Trzy	Trzy	0,0
TOPGEAL	4	Wszystkie	Wszystkie	0,0
TOPGEAP	0	Nie czytał	Nie czytał	0,0
TOPGEAP	1	Czytał w okr period	Czytał w okr period	0,0
TWIST_6	0	Nie czytał	Nie czytał	0,0
TWIST_6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
TWIST_L	0	Nie czytał	Nie czytał	0,0
TWIST_L	1	Jedno	Jedno	0,0
TWIST_L	2	Dwa	Dwa	0,0
TWIST_L	3	Trzy	Trzy	0,0
TWIST_L	4	Wszystkie	Wszystkie	0,0
TWIST_P	0	Nie czytał	Nie czytał	0,0
TWIST_P	1	Czytał w okr period	Czytał w okr period	0,0
TWOJED6	0	Nie czytał	Nie czytał	0,0
TWOJED6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
TWOJEDL	0	Nie czytał	Nie czytał	0,0
TWOJEDL	1	Jedno	Jedno	0,0
TWOJEDL	2	Dwa	Dwa	0,0
TWOJEDL	3	Trzy	Trzy	0,0
TWOJEDL	4	Wszystkie	Wszystkie	0,0
TWOJEDP	0	Nie czytał	Nie czytał	0,0
TWOJEDP	1	Czytał w okr period	Czytał w okr period	0,0
TWOMAL6	0	Nie czytał	Nie czytał	0,0
TWOMAL6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
TWOMALL	0	Nie czytał	Nie czytał	0,0
TWOMALL	1	Jedno	Jedno	0,0
TWOMALL	2	Dwa	Dwa	0,0
TWOMALL	3	Trzy	Trzy	0,0
TWOMALL	4	Wszystkie	Wszystkie	0,0
TWOMALP	0	Nie czytał	Nie czytał	0,0
TWOMALP	1	Czytał w okr period	Czytał w okr period	0,0
TWOJST6	0	Nie czytał	Nie czytał	0,0
TWOJST6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
TWOJSTL	0	Nie czytał	Nie czytał	0,0
TWOJSTL	1	Jedno	Jedno	0,0
TWOJSTL	2	Dwa	Dwa	0,0
TWOJSTL	3	Trzy	Trzy	0,0
TWOJSTL	4	Wszystkie	Wszystkie	0,0
TWOJSTP	0	Nie czytał	Nie czytał	0,0
TWOJSTP	1	Czytał w okr period	Czytał w okr period	0,0
URODA6	0	Nie czytał	Nie czytał	0,0
URODA6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
URODAL	0	Nie czytał	Nie czytał	0,0
URODAL	1	Jedno	Jedno	0,0
URODAL	2	Dwa	Dwa	0,0
URODAL	3	Trzy	Trzy	0,0
URODAL	4	Wszystkie	Wszystkie	0,0
URODAP	0	Nie czytał	Nie czytał	0,0
URODAP	1	Czytał w okr period	Czytał w okr period	0,0
VITA__6	0	Nie czytał	Nie czytał	0,0
VITA__6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
VITA__L	0	Nie czytał	Nie czytał	0,0
VITA__L	1	Jedno	Jedno	0,0
VITA__L	2	Dwa	Dwa	0,0
VITA__L	3	Trzy	Trzy	0,0
VITA__L	4	Wszystkie	Wszystkie	0,0
VITA__P	0	Nie czytał	Nie czytał	0,0
VITA__P	1	Czytał w okr period	Czytał w okr period	0,0
VOGUE6	0	Nie czytał	Nie czytał	0,0
VOGUE6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
VOGUEL	0	Nie czytał	Nie czytał	0,0
VOGUEL	1	Jedno	Jedno	0,0
VOGUEL	2	Dwa	Dwa	0,0
VOGUEL	3	Trzy	Trzy	0,0
VOGUEL	4	Wszystkie	Wszystkie	0,0
VOGUEP	0	Nie czytał	Nie czytał	0,0
VOGUEP	1	Czytał w okr period	Czytał w okr period	0,0
VOYAGE6	0	Nie czytał	Nie czytał	0,0
VOYAGE6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
VOYAGEL	0	Nie czytał	Nie czytał	0,0
VOYAGEL	1	Jedno	Jedno	0,0
VOYAGEL	2	Dwa	Dwa	0,0
VOYAGEL	3	Trzy	Trzy	0,0
VOYAGEL	4	Wszystkie	Wszystkie	0,0
VOYAGEP	0	Nie czytał	Nie czytał	0,0
VOYAGEP	1	Czytał w okr period	Czytał w okr period	0,0
WERANM6	0	Nie czytał	Nie czytał	0,0
WERANM6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
WERANML	0	Nie czytał	Nie czytał	0,0
WERANML	1	Jedno	Jedno	0,0
WERANML	2	Dwa	Dwa	0,0
WERANML	3	Trzy	Trzy	0,0
WERANML	4	Wszystkie	Wszystkie	0,0
WERANMP	0	Nie czytał	Nie czytał	0,0
WERANMP	1	Czytał w okr period	Czytał w okr period	0,0
WROZKA6	0	Nie czytał	Nie czytał	0,0
WROZKA6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
WROZKAL	0	Nie czytał	Nie czytał	0,0
WROZKAL	1	Jedno	Jedno	0,0
WROZKAL	2	Dwa	Dwa	0,0
WROZKAL	3	Trzy	Trzy	0,0
WROZKAL	4	Wszystkie	Wszystkie	0,0
WROZKAP	0	Nie czytał	Nie czytał	0,0
WROZKAP	1	Czytał w okr period	Czytał w okr period	0,0
ZDROWI6	0	Nie czytał	Nie czytał	0,0
ZDROWI6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
ZDROWIL	0	Nie czytał	Nie czytał	0,0
ZDROWIL	1	Jedno	Jedno	0,0
ZDROWIL	2	Dwa	Dwa	0,0
ZDROWIL	3	Trzy	Trzy	0,0
ZDROWIL	4	Wszystkie	Wszystkie	0,0
ZDROWIP	0	Nie czytał	Nie czytał	0,0
ZDROWIP	1	Czytał w okr period	Czytał w okr period	0,0
ZWIERC6	0	Nie czytał	Nie czytał	0,0
ZWIERC6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
ZWIERCL	0	Nie czytał	Nie czytał	0,0
